timestamp,subject_id,status,pre_threat,cog_load,action
2026-05-25T22:59:27.950357,subj_0,STRESSED,41.45,63.98,OBSERVE
2026-05-25T22:59:27.983587,subj_0,STRESSED,41.44,73.84,OBSERVE
2026-05-25T22:59:28.013387,subj_0,STRESSED,41.52,83.76,OBSERVE
2026-05-25T22:59:28.049805,subj_0,STRESSED,41.68,93.74,OBSERVE
2026-05-25T22:59:28.097151,subj_0,STRESSED,41.94,100.00,OBSERVE
2026-05-25T22:59:28.141369,subj_0,STRESSED,42.25,100.00,OBSERVE
2026-05-25T22:59:28.187688,subj_0,STRESSED,42.58,100.00,OBSERVE
2026-05-25T22:59:28.232861,subj_0,STRESSED,42.91,100.00,OBSERVE
2026-05-25T22:59:28.282130,subj_0,STRESSED,43.21,100.00,OBSERVE
2026-05-25T22:59:28.329539,subj_0,STRESSED,43.50,100.00,OBSERVE
2026-05-25T22:59:28.374376,subj_0,STRESSED,43.75,100.00,OBSERVE
2026-05-25T22:59:28.405421,subj_0,STRESSED,43.90,100.00,OBSERVE
2026-05-25T22:59:28.439456,subj_0,STRESSED,43.91,100.00,OBSERVE
2026-05-25T22:59:28.484320,subj_0,STRESSED,43.86,100.00,OBSERVE
2026-05-25T22:59:28.528761,subj_0,STRESSED,43.80,100.00,OBSERVE
2026-05-25T22:59:28.563150,subj_0,STRESSED,43.67,100.00,OBSERVE
2026-05-25T22:59:28.612805,subj_0,STRESSED,43.52,100.00,OBSERVE
2026-05-25T22:59:28.659374,subj_0,STRESSED,43.33,100.00,OBSERVE
2026-05-25T22:59:28.710516,subj_0,STRESSED,43.14,100.00,OBSERVE
2026-05-25T22:59:28.752282,subj_0,STRESSED,43.03,100.00,OBSERVE
2026-05-25T22:59:28.795143,subj_0,STRESSED,42.96,100.00,OBSERVE
2026-05-25T22:59:28.824577,subj_0,STRESSED,42.95,100.00,OBSERVE
2026-05-25T22:59:28.858216,subj_0,STRESSED,42.93,100.00,OBSERVE
2026-05-25T22:59:28.906937,subj_0,STRESSED,42.86,100.00,OBSERVE
2026-05-25T22:59:28.951585,subj_0,STRESSED,42.79,100.00,OBSERVE
2026-05-25T22:59:28.984157,subj_0,STRESSED,42.70,100.00,OBSERVE
2026-05-25T22:59:29.034986,subj_0,STRESSED,42.60,100.00,OBSERVE
2026-05-25T22:59:29.082078,subj_0,STRESSED,42.51,100.00,OBSERVE
2026-05-25T22:59:29.122396,subj_0,STRESSED,42.57,100.00,OBSERVE
2026-05-25T22:59:29.166807,subj_0,STRESSED,42.68,100.00,OBSERVE
2026-05-25T22:59:29.198311,subj_0,STRESSED,42.82,100.00,OBSERVE
2026-05-25T22:59:29.230185,subj_0,STRESSED,42.97,100.00,OBSERVE
2026-05-25T22:59:29.263294,subj_0,STRESSED,43.08,100.00,OBSERVE
2026-05-25T22:59:29.310599,subj_0,STRESSED,43.14,100.00,OBSERVE
2026-05-25T22:59:29.358027,subj_0,STRESSED,43.10,100.00,OBSERVE
2026-05-25T22:59:29.404356,subj_0,STRESSED,42.96,100.00,OBSERVE
2026-05-25T22:59:29.453099,subj_0,STRESSED,42.69,100.00,OBSERVE
2026-05-25T22:59:29.498546,subj_0,STRESSED,42.37,100.00,OBSERVE
2026-05-25T22:59:29.547336,subj_0,STRESSED,42.00,100.00,OBSERVE
2026-05-25T22:59:29.591413,subj_0,STRESSED,41.59,100.00,OBSERVE
2026-05-25T22:59:29.638213,subj_0,STRESSED,41.23,100.00,OBSERVE
2026-05-25T22:59:29.684440,subj_0,STRESSED,40.93,100.00,OBSERVE
2026-05-25T22:59:29.714288,subj_0,STRESSED,40.78,100.00,OBSERVE
2026-05-25T22:59:29.745398,subj_0,STRESSED,40.72,93.13,OBSERVE
2026-05-25T22:59:29.779035,subj_0,STRESSED,40.71,82.98,OBSERVE
2026-05-25T22:59:29.841789,subj_0,STRESSED,40.62,72.85,OBSERVE
2026-05-25T22:59:29.889519,subj_0,STRESSED,40.62,62.84,OBSERVE
2026-05-25T22:59:30.344260,subj_0,STRESSED,40.99,63.35,OBSERVE
2026-05-25T22:59:30.617660,subj_0,STRESSED,40.23,62.47,OBSERVE
2026-05-25T22:59:30.653254,subj_0,STRESSED,40.09,72.30,OBSERVE
2026-05-25T22:59:30.681898,subj_0,STRESSED,40.00,62.20,OBSERVE
2026-05-25T22:59:30.718091,subj_0,STRESSED,39.99,62.18,OBSERVE
2026-05-25T22:59:30.766479,subj_0,STRESSED,40.01,62.16,OBSERVE
2026-05-25T22:59:30.813557,subj_0,STRESSED,40.05,62.19,OBSERVE
2026-05-25T22:59:30.857089,subj_0,STRESSED,40.11,62.23,OBSERVE
2026-05-25T22:59:30.905806,subj_0,STRESSED,40.17,62.25,OBSERVE
2026-05-25T22:59:30.953284,subj_0,STRESSED,40.22,62.26,OBSERVE
2026-05-25T22:59:30.997603,subj_0,STRESSED,40.23,62.25,OBSERVE
2026-05-25T22:59:31.047217,subj_0,STRESSED,40.20,62.25,OBSERVE
2026-05-25T22:59:31.094044,subj_0,STRESSED,40.16,62.28,OBSERVE
2026-05-25T22:59:31.139050,subj_0,STRESSED,40.22,62.34,OBSERVE
2026-05-25T22:59:31.187556,subj_0,STRESSED,40.24,62.33,OBSERVE
2026-05-25T22:59:31.230863,subj_0,STRESSED,40.22,62.30,OBSERVE
2026-05-25T22:59:31.265982,subj_0,STRESSED,40.19,62.26,OBSERVE
2026-05-25T22:59:31.313897,subj_0,STRESSED,40.16,62.22,OBSERVE
2026-05-25T22:59:31.362307,subj_0,STRESSED,40.14,62.17,OBSERVE
2026-05-25T22:59:31.405913,subj_0,STRESSED,40.07,72.07,OBSERVE
2026-05-25T22:59:31.454192,subj_0,STRESSED,39.95,71.95,OBSERVE
2026-05-25T22:59:31.498103,subj_0,STRESSED,39.82,71.79,OBSERVE
2026-05-25T22:59:31.533276,subj_0,STRESSED,39.67,71.61,OBSERVE
2026-05-25T22:59:31.581069,subj_0,STRESSED,39.56,71.46,OBSERVE
2026-05-25T22:59:31.626276,subj_0,STRESSED,39.45,61.27,OBSERVE
2026-05-25T22:59:33.193874,subj_0,SPOOF_DETECTED,40.27,32.30,VERIFY_LIVENESS
2026-05-25T22:59:37.862471,subj_0,STRESSED,42.27,63.97,OBSERVE
2026-05-25T22:59:37.908496,subj_0,STRESSED,42.30,73.93,OBSERVE
2026-05-25T22:59:37.954334,subj_0,STRESSED,42.29,83.89,OBSERVE
2026-05-25T22:59:38.004495,subj_0,STRESSED,42.26,93.85,OBSERVE
2026-05-25T22:59:38.049403,subj_0,STRESSED,42.24,100.00,OBSERVE
2026-05-25T22:59:38.096320,subj_0,STRESSED,42.19,100.00,OBSERVE
2026-05-25T22:59:38.138543,subj_0,STRESSED,42.12,100.00,OBSERVE
2026-05-25T22:59:38.174391,subj_0,STRESSED,42.03,100.00,OBSERVE
2026-05-25T22:59:38.219612,subj_0,STRESSED,41.90,100.00,OBSERVE
2026-05-25T22:59:38.265710,subj_0,STRESSED,41.77,100.00,OBSERVE
2026-05-25T22:59:38.312441,subj_0,STRESSED,41.59,100.00,OBSERVE
2026-05-25T22:59:38.349766,subj_0,STRESSED,41.50,100.00,OBSERVE
2026-05-25T22:59:38.390846,subj_0,STRESSED,41.47,100.00,OBSERVE
2026-05-25T22:59:38.438990,subj_0,STRESSED,41.39,100.00,OBSERVE
2026-05-25T22:59:38.484978,subj_0,STRESSED,41.34,100.00,OBSERVE
2026-05-25T22:59:38.532035,subj_0,STRESSED,41.28,100.00,OBSERVE
2026-05-25T22:59:38.578432,subj_0,STRESSED,41.28,100.00,OBSERVE
2026-05-25T22:59:38.653647,subj_0,STRESSED,41.33,100.00,OBSERVE
2026-05-25T22:59:38.688423,subj_0,STRESSED,41.39,100.00,OBSERVE
2026-05-25T22:59:38.737799,subj_0,STRESSED,41.46,100.00,OBSERVE
2026-05-25T22:59:38.779493,subj_0,STRESSED,41.50,100.00,OBSERVE
2026-05-25T22:59:38.811125,subj_0,STRESSED,41.48,100.00,OBSERVE
2026-05-25T22:59:38.843729,subj_0,STRESSED,41.36,100.00,OBSERVE
2026-05-25T22:59:38.890864,subj_0,STRESSED,41.31,100.00,OBSERVE
2026-05-25T22:59:38.923449,subj_0,STRESSED,41.26,100.00,OBSERVE
2026-05-25T22:59:38.972505,subj_0,STRESSED,41.20,100.00,OBSERVE
2026-05-25T22:59:39.021475,subj_0,STRESSED,41.12,100.00,OBSERVE
2026-05-25T22:59:39.066973,subj_0,STRESSED,41.03,100.00,OBSERVE
2026-05-25T22:59:39.110445,subj_0,STRESSED,40.94,100.00,OBSERVE
2026-05-25T22:59:39.163073,subj_0,STRESSED,40.84,100.00,OBSERVE
2026-05-25T22:59:39.206277,subj_0,STRESSED,40.75,100.00,OBSERVE
2026-05-25T22:59:39.255849,subj_0,STRESSED,40.71,100.00,OBSERVE
2026-05-25T22:59:39.303387,subj_0,SPOOF_DETECTED,40.65,100.00,VERIFY_LIVENESS
2026-05-25T22:59:40.359905,subj_0,SPOOF_DETECTED,40.57,100.00,VERIFY_LIVENESS
2026-05-25T22:59:41.446668,subj_0,SPOOF_DETECTED,40.50,92.03,VERIFY_LIVENESS
2026-05-25T22:59:42.512124,subj_0,SPOOF_DETECTED,40.45,81.96,VERIFY_LIVENESS
2026-05-25T22:59:43.593314,subj_0,SPOOF_DETECTED,40.39,71.90,VERIFY_LIVENESS
2026-05-25T22:59:44.668615,subj_0,SPOOF_DETECTED,40.32,61.84,VERIFY_LIVENESS
2026-05-25T22:59:54.166311,subj_0,SPOOF_DETECTED,39.97,32.45,VERIFY_LIVENESS
2026-05-25T22:59:55.246481,subj_0,SPOOF_DETECTED,39.81,32.25,VERIFY_LIVENESS
2026-05-25T22:59:56.371840,subj_0,SPOOF_DETECTED,39.67,32.08,VERIFY_LIVENESS
2026-05-25T22:59:57.454295,subj_0,SPOOF_DETECTED,39.79,21.91,VERIFY_LIVENESS
2026-05-25T22:59:58.527087,subj_0,SPOOF_DETECTED,39.85,11.80,VERIFY_LIVENESS
2026-05-25T23:00:00.224534,subj_0,SPOOF_DETECTED,38.29,8.98,VERIFY_LIVENESS
2026-05-25T23:00:01.278545,subj_0,SPOOF_DETECTED,38.09,8.77,VERIFY_LIVENESS
2026-05-25T23:00:02.351251,subj_0,SPOOF_DETECTED,37.91,8.59,VERIFY_LIVENESS
2026-05-25T23:00:03.739052,subj_0,SPOOF_DETECTED,37.16,7.69,VERIFY_LIVENESS
2026-05-25T23:00:05.108070,subj_0,SPOOF_DETECTED,36.68,7.01,VERIFY_LIVENESS
2026-05-25T23:00:06.231303,subj_0,SPOOF_DETECTED,36.53,6.78,VERIFY_LIVENESS
2026-05-25T23:00:15.077349,subj_0,STRESSED,34.27,65.34,OBSERVE
2026-05-25T23:00:15.123863,subj_0,STRESSED,34.24,75.30,OBSERVE
2026-05-25T23:00:15.176675,subj_0,STRESSED,34.20,85.26,OBSERVE
2026-05-25T23:00:15.217752,subj_0,STRESSED,34.17,95.22,OBSERVE
