timestamp,subject_id,status,pre_threat,cog_load,action
2026-05-25T22:48:00.438103,subj_0,ELEVATED,45.44,38.71,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.473076,subj_0,ELEVATED,45.92,39.31,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.513093,subj_0,ELEVATED,45.81,39.17,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.551166,subj_0,ELEVATED,45.68,39.01,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.592899,subj_0,ELEVATED,45.65,38.97,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.625399,subj_0,ELEVATED,45.71,39.04,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.655917,subj_0,ELEVATED,45.83,39.20,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.689925,subj_0,ELEVATED,46.00,39.44,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.725490,subj_0,ELEVATED,46.10,39.66,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.767300,subj_0,ELEVATED,46.17,39.87,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.799863,subj_0,ELEVATED,46.23,40.04,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.835116,subj_0,ELEVATED,46.25,40.18,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.878963,subj_0,ELEVATED,46.25,40.28,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.910443,subj_0,ELEVATED,46.30,40.35,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.942214,subj_0,ELEVATED,46.32,40.38,HEIGHTENED_AWARENESS
2026-05-25T22:48:00.990061,subj_0,ELEVATED,46.31,40.37,HEIGHTENED_AWARENESS
2026-05-25T22:48:01.034574,subj_0,ELEVATED,46.29,40.34,HEIGHTENED_AWARENESS
2026-05-25T22:48:01.081288,subj_0,ELEVATED,46.27,40.28,HEIGHTENED_AWARENESS
2026-05-25T22:48:01.121933,subj_0,ELEVATED,46.21,40.20,HEIGHTENED_AWARENESS
2026-05-25T22:48:01.160497,subj_0,ELEVATED,46.13,40.11,HEIGHTENED_AWARENESS
